pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,12.54, None, None, None, None, None, None, None, None, None, None,2016-08-05 00:00:00, None, None,32
None,12.05, None, None, None, None, None, None, None, None, None, None,2016-08-05 01:00:00, None, None,32
None,11.84, None, None, None, None, None, None, None, None, None, None,2016-08-05 02:00:00, None, None,32
None,11.11, None, None, None, None, None, None, None, None, None, None,2016-08-05 03:00:00, None, None,32
None,10.39, None, None, None, None, None, None, None, None, None, None,2016-08-05 04:00:00, None, None,32
None,9.68, None, None, None, None, None, None, None, None, None, None,2016-08-05 05:00:00, None, None,32
None,9.83, None, None, None, None, None, None, None, None, None, None,2016-08-05 06:00:00, None, None,32
None,10.25, None, None, None, None, None, None, None, None, None, None,2016-08-05 07:00:00, None, None,32
None,10.23, None, None, None, None, None, None, None, None, None, None,2016-08-05 08:00:00, None, None,32
None,12.61, None, None, None, None, None, None, None, None, None, None,2016-08-05 09:00:00, None, None,32
None,16.58, None, None, None, None, None, None, None, None, None, None,2016-08-05 10:00:00, None, None,32
None,18.5, None, None, None, None, None, None, None, None, None, None,2016-08-05 11:00:00, None, None,32
None,20.85, None, None, None, None, None, None, None, None, None, None,2016-08-05 12:00:00, None, None,32
None,22.43, None, None, None, None, None, None, None, None, None, None,2016-08-05 13:00:00, None, None,32
None,25.88, None, None, None, None, None, None, None, None, None, None,2016-08-05 14:00:00, None, None,32
None,27.43, None, None, None, None, None, None, None, None, None, None,2016-08-05 15:00:00, None, None,32
None,29.1, None, None, None, None, None, None, None, None, None, None,2016-08-05 16:00:00, None, None,32
None,22.42, None, None, None, None, None, None, None, None, None, None,2016-08-05 17:00:00, None, None,32
None,20.81, None, None, None, None, None, None, None, None, None, None,2016-08-05 18:00:00, None, None,32
None,19.26, None, None, None, None, None, None, None, None, None, None,2016-08-05 19:00:00, None, None,32
None,16.72, None, None, None, None, None, None, None, None, None, None,2016-08-05 20:00:00, None, None,32
None,15.83, None, None, None, None, None, None, None, None, None, None,2016-08-05 21:00:00, None, None,32
None,15.89, None, None, None, None, None, None, None, None, None, None,2016-08-05 22:00:00, None, None,32
None,15.01, None, None, None, None, None, None, None, None, None, None,2016-08-05 23:00:00, None, None,32
None,15.01, None, None, None, None, None, None, None, None, None, None,2016-08-06 00:00:00, None, None,32
None,14.8, None, None, None, None, None, None, None, None, None, None,2016-08-06 01:00:00, None, None,32
None,14.02, None, None, None, None, None, None, None, None, None, None,2016-08-06 02:00:00, None, None,32
None,13.76, None, None, None, None, None, None, None, None, None, None,2016-08-06 03:00:00, None, None,32
None,13.43, None, None, None, None, None, None, None, None, None, None,2016-08-06 04:00:00, None, None,32
None,12.81, None, None, None, None, None, None, None, None, None, None,2016-08-06 05:00:00, None, None,32
None,14.76, None, None, None, None, None, None, None, None, None, None,2016-08-06 06:00:00, None, None,32
None,16.71, None, None, None, None, None, None, None, None, None, None,2016-08-06 07:00:00, None, None,32
None,17.23, None, None, None, None, None, None, None, None, None, None,2016-08-06 08:00:00, None, None,32
None,17.64, None, None, None, None, None, None, None, None, None, None,2016-08-06 09:00:00, None, None,32
None,18.77, None, None, None, None, None, None, None, None, None, None,2016-08-06 10:00:00, None, None,32
None,20.03, None, None, None, None, None, None, None, None, None, None,2016-08-06 11:00:00, None, None,32
None,21.78, None, None, None, None, None, None, None, None, None, None,2016-08-06 12:00:00, None, None,32
None,23.97, None, None, None, None, None, None, None, None, None, None,2016-08-06 13:00:00, None, None,32
None,26.3, None, None, None, None, None, None, None, None, None, None,2016-08-06 14:00:00, None, None,32
None,23.56, None, None, None, None, None, None, None, None, None, None,2016-08-06 15:00:00, None, None,32
None,20.5, None, None, None, None, None, None, None, None, None, None,2016-08-06 16:00:00, None, None,32
None,15.74, None, None, None, None, None, None, None, None, None, None,2016-08-06 17:00:00, None, None,32
None,15.49, None, None, None, None, None, None, None, None, None, None,2016-08-06 18:00:00, None, None,32
None,15.55, None, None, None, None, None, None, None, None, None, None,2016-08-06 19:00:00, None, None,32
None,15.6, None, None, None, None, None, None, None, None, None, None,2016-08-06 20:00:00, None, None,32
None,15.17, None, None, None, None, None, None, None, None, None, None,2016-08-06 21:00:00, None, None,32
None,14.94, None, None, None, None, None, None, None, None, None, None,2016-08-06 22:00:00, None, None,32
None,14.45, None, None, None, None, None, None, None, None, None, None,2016-08-06 23:00:00, None, None,32
None,14.5, None, None, None, None, None, None, None, None, None, None,2016-08-07 00:00:00, None, None,32
None,14.21, None, None, None, None, None, None, None, None, None, None,2016-08-07 01:00:00, None, None,32
None,14.1, None, None, None, None, None, None, None, None, None, None,2016-08-07 02:00:00, None, None,32
None,14.12, None, None, None, None, None, None, None, None, None, None,2016-08-07 03:00:00, None, None,32
None,14.13, None, None, None, None, None, None, None, None, None, None,2016-08-07 04:00:00, None, None,32
None,13.35, None, None, None, None, None, None, None, None, None, None,2016-08-07 05:00:00, None, None,32
None,13.14, None, None, None, None, None, None, None, None, None, None,2016-08-07 06:00:00, None, None,32
None,12.75, None, None, None, None, None, None, None, None, None, None,2016-08-07 07:00:00, None, None,32
None,13.45, None, None, None, None, None, None, None, None, None, None,2016-08-07 08:00:00, None, None,32
None,14.48, None, None, None, None, None, None, None, None, None, None,2016-08-07 09:00:00, None, None,32
None,15.34, None, None, None, None, None, None, None, None, None, None,2016-08-07 10:00:00, None, None,32
None,15.91, None, None, None, None, None, None, None, None, None, None,2016-08-07 11:00:00, None, None,32
None,18.87, None, None, None, None, None, None, None, None, None, None,2016-08-07 12:00:00, None, None,32
None,21.48, None, None, None, None, None, None, None, None, None, None,2016-08-07 13:00:00, None, None,32
None,23.09, None, None, None, None, None, None, None, None, None, None,2016-08-07 14:00:00, None, None,32
None,20.27, None, None, None, None, None, None, None, None, None, None,2016-08-07 15:00:00, None, None,32
None,19.92, None, None, None, None, None, None, None, None, None, None,2016-08-07 16:00:00, None, None,32
None,19.66, None, None, None, None, None, None, None, None, None, None,2016-08-07 17:00:00, None, None,32
None,19.39, None, None, None, None, None, None, None, None, None, None,2016-08-07 18:00:00, None, None,32
None,19.2, None, None, None, None, None, None, None, None, None, None,2016-08-07 19:00:00, None, None,32
None,17.92, None, None, None, None, None, None, None, None, None, None,2016-08-07 20:00:00, None, None,32
None,16.76, None, None, None, None, None, None, None, None, None, None,2016-08-07 21:00:00, None, None,32
None,14.93, None, None, None, None, None, None, None, None, None, None,2016-08-07 22:00:00, None, None,32
None,15.12, None, None, None, None, None, None, None, None, None, None,2016-08-07 23:00:00, None, None,32
None,15.35, None, None, None, None, None, None, None, None, None, None,2016-08-08 00:00:00, None, None,32
None,14.98, None, None, None, None, None, None, None, None, None, None,2016-08-08 01:00:00, None, None,32
None,13.52, None, None, None, None, None, None, None, None, None, None,2016-08-08 02:00:00, None, None,32
None,13.75, None, None, None, None, None, None, None, None, None, None,2016-08-08 03:00:00, None, None,32
None,13.28, None, None, None, None, None, None, None, None, None, None,2016-08-08 04:00:00, None, None,32
None,13.32, None, None, None, None, None, None, None, None, None, None,2016-08-08 05:00:00, None, None,32
None,13.73, None, None, None, None, None, None, None, None, None, None,2016-08-08 08:00:00, None, None,32
None,13.92, None, None, None, None, None, None, None, None, None, None,2016-08-08 09:00:00, None, None,32
None,14.42, None, None, None, None, None, None, None, None, None, None,2016-08-08 10:00:00, None, None,32
None,15.32, None, None, None, None, None, None, None, None, None, None,2016-08-08 11:00:00, None, None,32
None,17.23, None, None, None, None, None, None, None, None, None, None,2016-08-08 12:00:00, None, None,32
None,16.11, None, None, None, None, None, None, None, None, None, None,2016-08-08 13:00:00, None, None,32
None,16.03, None, None, None, None, None, None, None, None, None, None,2016-08-08 14:00:00, None, None,32
None,17.01, None, None, None, None, None, None, None, None, None, None,2016-08-08 15:00:00, None, None,32
None,17.49, None, None, None, None, None, None, None, None, None, None,2016-08-08 16:00:00, None, None,32
None,17.7, None, None, None, None, None, None, None, None, None, None,2016-08-08 17:00:00, None, None,32
None,16.75, None, None, None, None, None, None, None, None, None, None,2016-08-08 18:00:00, None, None,32
None,16.29, None, None, None, None, None, None, None, None, None, None,2016-08-08 19:00:00, None, None,32
None,15.84, None, None, None, None, None, None, None, None, None, None,2016-08-08 20:00:00, None, None,32
None,15.04, None, None, None, None, None, None, None, None, None, None,2016-08-08 21:00:00, None, None,32
None,14.65, None, None, None, None, None, None, None, None, None, None,2016-08-08 22:00:00, None, None,32
None,13.91, None, None, None, None, None, None, None, None, None, None,2016-08-08 23:00:00, None, None,32
None,13.45, None, None, None, None, None, None, None, None, None, None,2016-08-09 00:00:00, None, None,32
None,12.46, None, None, None, None, None, None, None, None, None, None,2016-08-09 01:00:00, None, None,32
None,12.42, None, None, None, None, None, None, None, None, None, None,2016-08-09 02:00:00, None, None,32
None,12.67, None, None, None, None, None, None, None, None, None, None,2016-08-09 03:00:00, None, None,32
None,12.95, None, None, None, None, None, None, None, None, None, None,2016-08-09 04:00:00, None, None,32
None,12.59, None, None, None, None, None, None, None, None, None, None,2016-08-09 05:00:00, None, None,32
None,12.63, None, None, None, None, None, None, None, None, None, None,2016-08-09 06:00:00, None, None,32
None,13.07, None, None, None, None, None, None, None, None, None, None,2016-08-09 07:00:00, None, None,32
None,13.61, None, None, None, None, None, None, None, None, None, None,2016-08-09 08:00:00, None, None,32
None,15.19, None, None, None, None, None, None, None, None, None, None,2016-08-09 09:00:00, None, None,32
None,15.74, None, None, None, None, None, None, None, None, None, None,2016-08-09 10:00:00, None, None,32
None,17.34, None, None, None, None, None, None, None, None, None, None,2016-08-09 11:00:00, None, None,32
None,17.93, None, None, None, None, None, None, None, None, None, None,2016-08-09 12:00:00, None, None,32
None,23.0, None, None, None, None, None, None, None, None, None, None,2016-08-09 13:00:00, None, None,32
None,20.1, None, None, None, None, None, None, None, None, None, None,2016-08-09 14:00:00, None, None,32
None,19.43, None, None, None, None, None, None, None, None, None, None,2016-08-09 15:00:00, None, None,32
None,22.47, None, None, None, None, None, None, None, None, None, None,2016-08-09 16:00:00, None, None,32
None,20.65, None, None, None, None, None, None, None, None, None, None,2016-08-09 17:00:00, None, None,32
None,18.07, None, None, None, None, None, None, None, None, None, None,2016-08-09 18:00:00, None, None,32
None,17.74, None, None, None, None, None, None, None, None, None, None,2016-08-09 19:00:00, None, None,32
None,16.9, None, None, None, None, None, None, None, None, None, None,2016-08-09 20:00:00, None, None,32
None,15.86, None, None, None, None, None, None, None, None, None, None,2016-08-09 21:00:00, None, None,32
None,14.72, None, None, None, None, None, None, None, None, None, None,2016-08-09 22:00:00, None, None,32
None,14.15, None, None, None, None, None, None, None, None, None, None,2016-08-09 23:00:00, None, None,32
None,13.49, None, None, None, None, None, None, None, None, None, None,2016-08-10 00:00:00, None, None,32
None,13.13, None, None, None, None, None, None, None, None, None, None,2016-08-10 01:00:00, None, None,32
None,12.76, None, None, None, None, None, None, None, None, None, None,2016-08-10 02:00:00, None, None,32
None,12.98, None, None, None, None, None, None, None, None, None, None,2016-08-10 03:00:00, None, None,32
None,12.85, None, None, None, None, None, None, None, None, None, None,2016-08-10 04:00:00, None, None,32
None,12.9, None, None, None, None, None, None, None, None, None, None,2016-08-10 05:00:00, None, None,32
None,12.94, None, None, None, None, None, None, None, None, None, None,2016-08-10 06:00:00, None, None,32
None,13.1, None, None, None, None, None, None, None, None, None, None,2016-08-10 07:00:00, None, None,32
None,13.58, None, None, None, None, None, None, None, None, None, None,2016-08-10 08:00:00, None, None,32
None,14.7, None, None, None, None, None, None, None, None, None, None,2016-08-10 09:00:00, None, None,32
None,16.11, None, None, None, None, None, None, None, None, None, None,2016-08-10 10:00:00, None, None,32
None,18.0, None, None, None, None, None, None, None, None, None, None,2016-08-10 11:00:00, None, None,32
None,19.37, None, None, None, None, None, None, None, None, None, None,2016-08-10 12:00:00, None, None,32
None,21.42, None, None, None, None, None, None, None, None, None, None,2016-08-10 13:00:00, None, None,32
None,17.13, None, None, None, None, None, None, None, None, None, None,2016-08-10 14:00:00, None, None,32
None,18.03, None, None, None, None, None, None, None, None, None, None,2016-08-10 15:00:00, None, None,32
None,18.89, None, None, None, None, None, None, None, None, None, None,2016-08-10 16:00:00, None, None,32
None,18.93, None, None, None, None, None, None, None, None, None, None,2016-08-10 17:00:00, None, None,32
None,19.61, None, None, None, None, None, None, None, None, None, None,2016-08-10 18:00:00, None, None,32
None,17.93, None, None, None, None, None, None, None, None, None, None,2016-08-10 19:00:00, None, None,32
None,17.21, None, None, None, None, None, None, None, None, None, None,2016-08-10 20:00:00, None, None,32
None,15.73, None, None, None, None, None, None, None, None, None, None,2016-08-10 21:00:00, None, None,32
None,14.45, None, None, None, None, None, None, None, None, None, None,2016-08-10 22:00:00, None, None,32
None,14.07, None, None, None, None, None, None, None, None, None, None,2016-08-10 23:00:00, None, None,32
None,13.65, None, None, None, None, None, None, None, None, None, None,2016-08-11 00:00:00, None, None,32
None,12.98, None, None, None, None, None, None, None, None, None, None,2016-08-11 01:00:00, None, None,32
None,12.58, None, None, None, None, None, None, None, None, None, None,2016-08-11 02:00:00, None, None,32
None,12.3, None, None, None, None, None, None, None, None, None, None,2016-08-11 03:00:00, None, None,32
None,12.02, None, None, None, None, None, None, None, None, None, None,2016-08-11 04:00:00, None, None,32
None,12.39, None, None, None, None, None, None, None, None, None, None,2016-08-11 05:00:00, None, None,32
None,12.43, None, None, None, None, None, None, None, None, None, None,2016-08-11 06:00:00, None, None,32
None,12.68, None, None, None, None, None, None, None, None, None, None,2016-08-11 07:00:00, None, None,32
None,12.75, None, None, None, None, None, None, None, None, None, None,2016-08-11 08:00:00, None, None,32
None,14.22, None, None, None, None, None, None, None, None, None, None,2016-08-11 09:00:00, None, None,32
None,15.26, None, None, None, None, None, None, None, None, None, None,2016-08-11 10:00:00, None, None,32
None,16.42, None, None, None, None, None, None, None, None, None, None,2016-08-11 11:00:00, None, None,32
None,17.05, None, None, None, None, None, None, None, None, None, None,2016-08-11 12:00:00, None, None,32
None,18.09, None, None, None, None, None, None, None, None, None, None,2016-08-11 13:00:00, None, None,32
None,20.38, None, None, None, None, None, None, None, None, None, None,2016-08-11 14:00:00, None, None,32
None,20.2, None, None, None, None, None, None, None, None, None, None,2016-08-11 15:00:00, None, None,32
None,20.22, None, None, None, None, None, None, None, None, None, None,2016-08-11 16:00:00, None, None,32
None,19.73, None, None, None, None, None, None, None, None, None, None,2016-08-11 17:00:00, None, None,32
None,19.49, None, None, None, None, None, None, None, None, None, None,2016-08-11 18:00:00, None, None,32
None,19.09, None, None, None, None, None, None, None, None, None, None,2016-08-11 19:00:00, None, None,32
None,16.94, None, None, None, None, None, None, None, None, None, None,2016-08-11 20:00:00, None, None,32
None,15.32, None, None, None, None, None, None, None, None, None, None,2016-08-11 21:00:00, None, None,32
None,14.18, None, None, None, None, None, None, None, None, None, None,2016-08-11 22:00:00, None, None,32
None,13.14, None, None, None, None, None, None, None, None, None, None,2016-08-11 23:00:00, None, None,32
